user_id,event_name,event_time,value
U0012,app_open,2024-01-10 19:00:00,0.0
U0012,app_open,2024-01-25 05:00:00,0.0
U0012,app_open,2024-01-21 10:00:00,0.0
U0012,purchase,2024-01-22 21:00:00,16.79
U0012,purchase,2024-01-30 10:00:00,5.5
U0012,level_complete,2024-01-11 14:00:00,0.0
U0012,level_complete,2024-01-29 04:00:00,0.0
U0012,app_open,2024-01-11 22:00:00,0.0
U0013,purchase,2024-02-22 09:00:00,10.92
U0013,app_open,2024-02-18 06:00:00,0.0
U0013,level_complete,2024-02-08 08:00:00,0.0
U0013,app_open,2024-02-29 21:00:00,0.0
U0013,app_open,2024-02-18 07:00:00,0.0
U0013,level_complete,2024-02-15 17:00:00,0.0
U0014,app_open,2024-03-02 09:00:00,0.0
U0014,purchase,2024-02-26 17:00:00,11.21
U0014,purchase,2024-02-28 06:00:00,11.14
U0014,purchase,2024-03-09 08:00:00,7.31
U0015,app_open,2024-03-10 20:00:00,0.0
U0015,purchase,2024-03-25 20:00:00,6.36
U0015,level_complete,2024-03-02 01:00:00,0.0
U0016,level_complete,2024-02-25 16:00:00,0.0
U0016,purchase,2024-02-25 06:00:00,15.66
U0016,app_open,2024-02-29 05:00:00,0.0
U0016,app_open,2024-02-04 02:00:00,0.0
U0017,level_complete,2024-02-18 03:00:00,0.0
U0017,app_open,2024-03-03 14:00:00,0.0
U0017,level_complete,2024-03-11 01:00:00,0.0
U0017,level_complete,2024-03-14 23:00:00,0.0
U0017,level_complete,2024-02-24 19:00:00,0.0
U0018,app_open,2024-01-10 10:00:00,0.0
U0018,purchase,2024-01-05 18:00:00,14.34
U0018,level_complete,2024-01-03 20:00:00,0.0
U0019,level_complete,2024-03-01 00:00:00,0.0
U0019,level_complete,2024-02-14 18:00:00,0.0
U0019,app_open,2024-02-22 06:00:00,0.0
U0020,level_complete,2024-03-05 16:00:00,0.0
U0020,app_open,2024-02-28 20:00:00,0.0
U0020,app_open,2024-02-21 19:00:00,0.0
U0020,purchase,2024-03-04 17:00:00,9.34
U0020,purchase,2024-02-11 09:00:00,4.59
U0020,app_open,2024-02-14 10:00:00,0.0
U0020,app_open,2024-02-18 11:00:00,0.0
U0021,app_open,2024-03-10 09:00:00,0.0
U0021,app_open,2024-03-11 12:00:00,0.0
U0021,app_open,2024-03-18 03:00:00,0.0
U0021,app_open,2024-03-07 21:00:00,0.0
U0021,app_open,2024-03-24 14:00:00,0.0
U0021,purchase,2024-03-19 13:00:00,14.09
U0021,app_open,2024-03-16 23:00:00,0.0
U0022,app_open,2024-02-15 22:00:00,0.0
U0022,app_open,2024-01-30 13:00:00,0.0
U0022,app_open,2024-02-02 02:00:00,0.0
U0022,app_open,2024-01-28 18:00:00,0.0
U0022,app_open,2024-01-24 11:00:00,0.0
U0022,level_complete,2024-02-18 23:00:00,0.0
U0023,level_complete,2024-03-23 02:00:00,0.0
U0023,app_open,2024-03-12 21:00:00,0.0
U0023,app_open,2024-03-22 21:00:00,0.0
U0023,app_open,2024-03-23 10:00:00,0.0
U0024,level_complete,2024-02-02 11:00:00,0.0
U0024,purchase,2024-02-08 17:00:00,19.55
U0024,app_open,2024-01-23 15:00:00,0.0
U0024,app_open,2024-02-06 01:00:00,0.0
U0025,app_open,2024-02-06 05:00:00,0.0
U0025,purchase,2024-01-11 13:00:00,17.07
U0025,app_open,2024-01-29 04:00:00,0.0
U0025,purchase,2024-01-19 16:00:00,10.7
U0026,purchase,2024-02-23 09:00:00,3.78
U0026,level_complete,2024-02-03 07:00:00,0.0
U0026,app_open,2024-01-31 16:00:00,0.0
U0026,app_open,2024-02-21 18:00:00,0.0
U0026,level_complete,2024-01-30 14:00:00,0.0
U0026,purchase,2024-02-16 21:00:00,9.38
U0026,app_open,2024-02-17 16:00:00,0.0
U0026,app_open,2024-01-29 05:00:00,0.0
U0026,purchase,2024-02-16 03:00:00,14.41
U0027,level_complete,2024-02-20 14:00:00,0.0
U0027,app_open,2024-02-21 14:00:00,0.0
U0027,app_open,2024-02-20 05:00:00,0.0
U0027,level_complete,2024-02-10 16:00:00,0.0
U0027,app_open,2024-02-13 04:00:00,0.0
U0027,app_open,2024-02-03 22:00:00,0.0
U0028,level_complete,2024-02-24 10:00:00,0.0
U0028,level_complete,2024-02-05 11:00:00,0.0
U0028,app_open,2024-02-29 23:00:00,0.0
U0028,app_open,2024-03-01 03:00:00,0.0
U0028,purchase,2024-02-17 07:00:00,3.65
U0028,purchase,2024-02-20 22:00:00,1.49
U0028,app_open,2024-02-07 06:00:00,0.0
U0028,purchase,2024-02-01 02:00:00,12.9
U0028,level_complete,2024-02-09 15:00:00,0.0
U0028,app_open,2024-02-06 06:00:00,0.0
U0029,level_complete,2024-01-07 05:00:00,0.0
U0029,app_open,2024-01-23 22:00:00,0.0
U0029,purchase,2024-01-10 00:00:00,7.66
U0029,app_open,2024-01-13 02:00:00,0.0
U0030,level_complete,2024-02-18 11:00:00,0.0
U0030,level_complete,2024-02-03 02:00:00,0.0
U0030,app_open,2024-02-20 05:00:00,0.0
U0030,purchase,2024-02-29 00:00:00,18.45
U0030,purchase,2024-02-16 08:00:00,15.41
U0030,app_open,2024-03-02 14:00:00,0.0
U0030,level_complete,2024-02-13 11:00:00,0.0
U0030,app_open,2024-02-27 12:00:00,0.0
U0030,purchase,2024-02-02 05:00:00,1.17
U0031,app_open,2024-03-08 15:00:00,0.0
U0031,app_open,2024-03-04 19:00:00,0.0
U0031,app_open,2024-03-10 10:00:00,0.0
U0031,app_open,2024-02-23 21:00:00,0.0
U0031,purchase,2024-03-15 14:00:00,10.27
U0031,app_open,2024-03-04 01:00:00,0.0
U0031,level_complete,2024-02-22 09:00:00,0.0
U0031,app_open,2024-02-20 03:00:00,0.0
U0031,purchase,2024-03-12 08:00:00,17.42
U0031,purchase,2024-03-15 16:00:00,16.86
U0032,level_complete,2024-02-20 23:00:00,0.0
U0032,purchase,2024-02-20 20:00:00,18.31
U0032,app_open,2024-02-07 13:00:00,0.0
U0032,level_complete,2024-02-02 06:00:00,0.0
U0032,app_open,2024-01-29 18:00:00,0.0
U0032,level_complete,2024-02-07 18:00:00,0.0
U0032,app_open,2024-02-03 15:00:00,0.0
U0033,app_open,2024-01-06 01:00:00,0.0
U0033,level_complete,2024-01-03 18:00:00,0.0
U0033,purchase,2024-01-06 11:00:00,19.54
U0034,app_open,2024-03-03 06:00:00,0.0
U0034,level_complete,2024-03-03 11:00:00,0.0
U0034,app_open,2024-03-07 16:00:00,0.0
U0034,purchase,2024-02-20 05:00:00,6.72
U0034,app_open,2024-02-28 14:00:00,0.0
U0035,app_open,2024-02-14 14:00:00,0.0
U0035,level_complete,2024-02-26 13:00:00,0.0
U0035,app_open,2024-02-14 04:00:00,0.0
U0035,level_complete,2024-02-14 17:00:00,0.0
U0035,level_complete,2024-02-22 17:00:00,0.0
U0036,level_complete,2024-01-12 13:00:00,0.0
U0036,app_open,2024-01-11 02:00:00,0.0
U0036,level_complete,2024-01-13 18:00:00,0.0
U0036,level_complete,2024-01-29 14:00:00,0.0
U0036,level_complete,2024-01-26 21:00:00,0.0
U0037,purchase,2024-02-05 13:00:00,1.57
U0037,level_complete,2024-02-16 15:00:00,0.0
U0037,level_complete,2024-02-04 15:00:00,0.0
U0037,purchase,2024-02-23 01:00:00,11.21
U0037,app_open,2024-02-08 19:00:00,0.0
U0037,app_open,2024-02-11 03:00:00,0.0
U0037,level_complete,2024-02-15 19:00:00,0.0
U0037,purchase,2024-02-09 11:00:00,11.72
U0038,app_open,2024-01-31 00:00:00,0.0
U0038,app_open,2024-02-19 05:00:00,0.0
U0038,app_open,2024-02-18 22:00:00,0.0
U0038,level_complete,2024-02-04 16:00:00,0.0
U0038,purchase,2024-02-16 05:00:00,1.49
U0038,app_open,2024-02-08 21:00:00,0.0
U0038,purchase,2024-02-01 05:00:00,4.83
U0038,purchase,2024-02-12 03:00:00,14.19
U0039,app_open,2024-02-03 21:00:00,0.0
U0039,level_complete,2024-01-22 10:00:00,0.0
U0039,app_open,2024-01-12 07:00:00,0.0
U0039,app_open,2024-01-23 05:00:00,0.0
U0039,app_open,2024-01-26 11:00:00,0.0
U0039,app_open,2024-01-13 08:00:00,0.0
U0039,level_complete,2024-01-26 03:00:00,0.0
U0039,level_complete,2024-01-29 12:00:00,0.0
U0039,purchase,2024-01-25 00:00:00,7.41
U0039,app_open,2024-01-30 16:00:00,0.0
U0040,app_open,2024-02-02 17:00:00,0.0
U0040,level_complete,2024-02-23 07:00:00,0.0
U0040,level_complete,2024-02-08 18:00:00,0.0
U0040,app_open,2024-02-10 04:00:00,0.0
U0040,app_open,2024-02-17 19:00:00,0.0
U0041,app_open,2024-01-19 04:00:00,0.0
U0041,purchase,2024-01-28 01:00:00,19.06
U0041,app_open,2024-02-17 08:00:00,0.0
U0042,app_open,2024-01-26 03:00:00,0.0
U0042,level_complete,2024-01-16 01:00:00,0.0
U0042,app_open,2024-01-15 15:00:00,0.0
U0042,app_open,2024-01-28 20:00:00,0.0
U0042,app_open,2024-01-21 13:00:00,0.0
U0042,app_open,2024-01-19 18:00:00,0.0
U0042,app_open,2024-01-13 11:00:00,0.0
U0042,level_complete,2024-01-06 04:00:00,0.0
U0043,app_open,2024-02-20 03:00:00,0.0
U0043,purchase,2024-02-11 05:00:00,8.74
U0043,app_open,2024-03-03 19:00:00,0.0
U0044,level_complete,2024-01-20 00:00:00,0.0
U0044,purchase,2024-01-30 18:00:00,5.62
U0044,app_open,2024-02-08 21:00:00,0.0
U0044,app_open,2024-02-04 04:00:00,0.0
U0044,level_complete,2024-02-06 18:00:00,0.0
U0044,app_open,2024-02-07 09:00:00,0.0
U0045,app_open,2024-02-03 14:00:00,0.0
U0045,app_open,2024-01-20 07:00:00,0.0
U0045,app_open,2024-01-27 22:00:00,0.0
U0046,app_open,2024-02-08 10:00:00,0.0
U0046,level_complete,2024-02-14 14:00:00,0.0
U0046,level_complete,2024-02-20 19:00:00,0.0
U0046,level_complete,2024-01-29 04:00:00,0.0
U0046,purchase,2024-02-05 00:00:00,7.33
U0046,app_open,2024-02-24 10:00:00,0.0
U0046,purchase,2024-02-18 17:00:00,6.79
U0046,app_open,2024-02-20 09:00:00,0.0
U0046,app_open,2024-02-12 18:00:00,0.0
U0046,level_complete,2024-02-16 22:00:00,0.0
U0047,app_open,2024-03-07 13:00:00,0.0
U0047,level_complete,2024-03-01 13:00:00,0.0
U0047,purchase,2024-03-01 23:00:00,5.57
U0048,level_complete,2024-03-17 14:00:00,0.0
U0048,purchase,2024-03-06 05:00:00,12.61
U0048,purchase,2024-03-10 20:00:00,6.85
U0048,level_complete,2024-03-06 11:00:00,0.0
U0049,purchase,2024-03-24 05:00:00,5.11
U0049,app_open,2024-03-16 20:00:00,0.0
U0049,app_open,2024-03-26 21:00:00,0.0
U0050,level_complete,2024-01-28 15:00:00,0.0
U0050,level_complete,2024-02-23 21:00:00,0.0
U0050,purchase,2024-02-05 02:00:00,14.04
U0050,app_open,2024-02-02 23:00:00,0.0
U0050,level_complete,2024-01-30 04:00:00,0.0
U0050,app_open,2024-01-29 03:00:00,0.0
U0051,app_open,2024-02-08 07:00:00,0.0
U0051,level_complete,2024-02-20 12:00:00,0.0
U0051,level_complete,2024-02-20 18:00:00,0.0
U0052,app_open,2024-01-29 06:00:00,0.0
U0052,purchase,2024-01-30 08:00:00,7.5
U0052,level_complete,2024-02-15 11:00:00,0.0
U0052,level_complete,2024-01-16 13:00:00,0.0
U0053,app_open,2024-02-25 04:00:00,0.0
U0053,level_complete,2024-02-03 07:00:00,0.0
U0053,app_open,2024-02-29 21:00:00,0.0
U0053,app_open,2024-02-18 02:00:00,0.0
U0053,level_complete,2024-02-17 01:00:00,0.0
U0053,purchase,2024-02-29 16:00:00,9.99
U0053,app_open,2024-02-05 16:00:00,0.0
U0054,level_complete,2024-02-12 11:00:00,0.0
U0054,app_open,2024-03-03 17:00:00,0.0
U0054,level_complete,2024-02-26 18:00:00,0.0
U0055,purchase,2024-03-10 02:00:00,1.79
U0055,purchase,2024-02-21 09:00:00,1.36
U0055,purchase,2024-03-01 20:00:00,14.23
U0055,level_complete,2024-03-21 12:00:00,0.0
U0055,app_open,2024-03-01 03:00:00,0.0
U0055,purchase,2024-03-12 17:00:00,3.33
U0055,app_open,2024-03-05 15:00:00,0.0
U0055,app_open,2024-03-21 01:00:00,0.0
U0055,level_complete,2024-03-20 07:00:00,0.0
U0055,app_open,2024-03-13 14:00:00,0.0
U0056,app_open,2024-03-11 01:00:00,0.0
U0056,app_open,2024-02-25 08:00:00,0.0
U0056,purchase,2024-02-25 22:00:00,15.49
U0056,app_open,2024-03-08 22:00:00,0.0
U0056,app_open,2024-03-20 05:00:00,0.0
U0056,level_complete,2024-03-15 19:00:00,0.0
U0056,level_complete,2024-03-25 23:00:00,0.0
U0056,purchase,2024-03-17 10:00:00,15.06
U0056,level_complete,2024-03-12 14:00:00,0.0
U0057,app_open,2024-03-01 15:00:00,0.0
U0057,app_open,2024-03-06 11:00:00,0.0
U0057,purchase,2024-02-23 15:00:00,19.11
U0057,app_open,2024-02-26 08:00:00,0.0
U0058,level_complete,2024-02-17 04:00:00,0.0
U0058,level_complete,2024-02-13 00:00:00,0.0
U0058,level_complete,2024-01-31 22:00:00,0.0
U0059,purchase,2024-01-14 02:00:00,18.64
U0059,level_complete,2024-01-21 13:00:00,0.0
U0059,level_complete,2024-01-10 19:00:00,0.0
U0059,app_open,2024-01-30 22:00:00,0.0
U0060,level_complete,2024-02-27 02:00:00,0.0
U0060,app_open,2024-03-08 14:00:00,0.0
U0060,app_open,2024-03-02 13:00:00,0.0
U0060,purchase,2024-03-12 02:00:00,19.68
U0060,app_open,2024-03-17 01:00:00,0.0
U0060,level_complete,2024-02-29 21:00:00,0.0
U0060,level_complete,2024-03-09 23:00:00,0.0
U0060,level_complete,2024-03-10 07:00:00,0.0
U0060,purchase,2024-03-21 09:00:00,3.04
U0060,purchase,2024-03-14 20:00:00,10.34
U0061,app_open,2024-02-10 20:00:00,0.0
U0061,level_complete,2024-02-15 04:00:00,0.0
U0061,app_open,2024-02-20 04:00:00,0.0
U0062,app_open,2024-02-24 11:00:00,0.0
U0062,app_open,2024-03-14 19:00:00,0.0
U0062,purchase,2024-03-06 09:00:00,9.92
U0062,app_open,2024-02-23 03:00:00,0.0
U0062,app_open,2024-02-27 01:00:00,0.0
U0063,app_open,2024-02-20 05:00:00,0.0
U0063,purchase,2024-02-25 20:00:00,7.2
U0063,purchase,2024-03-06 07:00:00,17.64
U0063,level_complete,2024-02-18 05:00:00,0.0
U0063,app_open,2024-03-10 20:00:00,0.0
U0063,app_open,2024-02-17 16:00:00,0.0
U0064,level_complete,2024-02-01 04:00:00,0.0
U0064,level_complete,2024-02-04 09:00:00,0.0
U0064,level_complete,2024-02-17 13:00:00,0.0
U0064,level_complete,2024-02-16 19:00:00,0.0
U0065,app_open,2024-01-26 17:00:00,0.0
U0065,app_open,2024-01-05 08:00:00,0.0
U0065,app_open,2024-01-29 05:00:00,0.0
U0065,app_open,2024-01-05 00:00:00,0.0
U0065,level_complete,2024-01-10 18:00:00,0.0
U0065,level_complete,2024-01-19 08:00:00,0.0
U0065,app_open,2024-01-23 16:00:00,0.0
U0065,level_complete,2024-01-24 18:00:00,0.0
U0066,app_open,2024-02-10 14:00:00,0.0
U0066,level_complete,2024-01-19 08:00:00,0.0
U0066,level_complete,2024-01-30 16:00:00,0.0
U0066,app_open,2024-01-25 23:00:00,0.0
U0066,level_complete,2024-01-25 21:00:00,0.0
U0067,app_open,2024-03-11 02:00:00,0.0
U0067,app_open,2024-03-09 15:00:00,0.0
U0067,app_open,2024-03-19 09:00:00,0.0
U0068,level_complete,2024-03-05 09:00:00,0.0
U0068,purchase,2024-03-03 01:00:00,13.36
U0068,app_open,2024-03-20 01:00:00,0.0
U0068,purchase,2024-03-02 08:00:00,19.82
U0068,app_open,2024-03-05 22:00:00,0.0
U0068,level_complete,2024-02-26 16:00:00,0.0
U0068,app_open,2024-03-22 18:00:00,0.0
U0068,app_open,2024-03-20 10:00:00,0.0
U0069,level_complete,2024-01-25 06:00:00,0.0
U0069,purchase,2024-01-21 03:00:00,2.84
U0069,app_open,2024-01-31 08:00:00,0.0
U0069,level_complete,2024-01-30 23:00:00,0.0
U0069,level_complete,2024-02-11 03:00:00,0.0
U0070,app_open,2024-02-07 15:00:00,0.0
U0070,app_open,2024-02-04 03:00:00,0.0
U0070,app_open,2024-02-14 07:00:00,0.0
U0070,app_open,2024-02-12 22:00:00,0.0
U0071,purchase,2024-02-01 18:00:00,5.41
U0071,app_open,2024-01-25 04:00:00,0.0
U0071,app_open,2024-02-02 21:00:00,0.0
U0071,app_open,2024-02-11 21:00:00,0.0
U0071,purchase,2024-02-03 15:00:00,12.86
U0071,level_complete,2024-02-09 09:00:00,0.0
U0072,app_open,2024-02-17 02:00:00,0.0
U0072,level_complete,2024-02-06 04:00:00,0.0
U0072,level_complete,2024-02-15 21:00:00,0.0
U0072,app_open,2024-01-31 11:00:00,0.0
U0072,app_open,2024-02-01 21:00:00,0.0
U0072,purchase,2024-02-16 02:00:00,4.16
U0072,level_complete,2024-01-22 04:00:00,0.0
U0072,app_open,2024-01-29 10:00:00,0.0
U0072,app_open,2024-02-11 23:00:00,0.0
U0072,purchase,2024-02-14 22:00:00,16.69
U0073,app_open,2024-02-11 12:00:00,0.0
U0073,level_complete,2024-02-17 17:00:00,0.0
U0073,app_open,2024-02-17 10:00:00,0.0
U0073,app_open,2024-02-16 23:00:00,0.0
U0073,app_open,2024-02-25 05:00:00,0.0
U0073,app_open,2024-02-22 13:00:00,0.0
U0073,level_complete,2024-02-22 10:00:00,0.0
U0073,purchase,2024-03-01 06:00:00,2.94
U0073,app_open,2024-02-21 16:00:00,0.0
U0073,app_open,2024-02-19 20:00:00,0.0
U0074,app_open,2024-02-15 04:00:00,0.0
U0074,level_complete,2024-01-30 17:00:00,0.0
U0074,app_open,2024-01-27 02:00:00,0.0
U0075,app_open,2024-03-05 05:00:00,0.0
U0075,purchase,2024-02-24 14:00:00,16.15
U0075,app_open,2024-02-28 07:00:00,0.0
U0075,level_complete,2024-03-03 18:00:00,0.0
U0075,app_open,2024-03-11 12:00:00,0.0
U0075,app_open,2024-03-20 13:00:00,0.0
U0075,level_complete,2024-03-19 05:00:00,0.0
U0075,purchase,2024-02-22 11:00:00,13.73
U0075,app_open,2024-03-06 09:00:00,0.0
U0076,level_complete,2024-01-18 04:00:00,0.0
U0076,app_open,2024-01-19 23:00:00,0.0
U0076,app_open,2024-01-09 09:00:00,0.0
U0076,purchase,2024-01-09 01:00:00,8.01
U0076,level_complete,2024-01-30 06:00:00,0.0
U0076,level_complete,2024-01-25 17:00:00,0.0
U0076,purchase,2024-01-23 23:00:00,7.19
U0076,app_open,2024-01-31 16:00:00,0.0
U0077,purchase,2024-03-12 04:00:00,7.14
U0077,purchase,2024-03-18 21:00:00,11.18
U0077,app_open,2024-03-13 01:00:00,0.0
U0077,app_open,2024-03-20 14:00:00,0.0
U0077,app_open,2024-02-29 14:00:00,0.0
U0077,app_open,2024-03-06 20:00:00,0.0
U0077,purchase,2024-03-02 20:00:00,7.37
U0078,level_complete,2024-01-19 23:00:00,0.0
U0078,level_complete,2024-01-09 15:00:00,0.0
U0078,app_open,2024-02-04 09:00:00,0.0
U0078,app_open,2024-02-03 22:00:00,0.0
U0078,app_open,2024-01-22 17:00:00,0.0
U0078,level_complete,2024-01-15 03:00:00,0.0
U0078,level_complete,2024-02-05 20:00:00,0.0
U0078,purchase,2024-02-02 10:00:00,11.31
U0079,level_complete,2024-02-18 09:00:00,0.0
U0079,app_open,2024-02-06 16:00:00,0.0
U0079,level_complete,2024-02-22 10:00:00,0.0
U0079,level_complete,2024-02-12 05:00:00,0.0
U0079,level_complete,2024-02-03 04:00:00,0.0
U0079,app_open,2024-02-07 21:00:00,0.0
U0079,app_open,2024-02-22 03:00:00,0.0
U0079,app_open,2024-02-19 08:00:00,0.0
U0079,app_open,2024-02-06 23:00:00,0.0
U0080,level_complete,2024-02-17 00:00:00,0.0
U0080,level_complete,2024-02-10 21:00:00,0.0
U0080,level_complete,2024-02-25 01:00:00,0.0
U0081,level_complete,2024-02-27 15:00:00,0.0
U0081,level_complete,2024-02-24 04:00:00,0.0
U0081,level_complete,2024-03-01 21:00:00,0.0
U0081,app_open,2024-02-20 01:00:00,0.0
U0081,app_open,2024-02-26 08:00:00,0.0
U0081,app_open,2024-03-03 03:00:00,0.0
U0082,app_open,2024-03-27 06:00:00,0.0
U0082,purchase,2024-03-10 21:00:00,4.0
U0082,purchase,2024-03-11 06:00:00,16.65
U0082,level_complete,2024-03-11 16:00:00,0.0
U0082,level_complete,2024-03-06 03:00:00,0.0
U0083,purchase,2024-02-08 02:00:00,18.63
U0083,level_complete,2024-02-01 00:00:00,0.0
U0083,purchase,2024-02-07 06:00:00,12.13
U0083,app_open,2024-01-30 03:00:00,0.0
U0084,app_open,2024-01-07 14:00:00,0.0
U0084,level_complete,2024-01-23 17:00:00,0.0
U0084,app_open,2024-01-22 10:00:00,0.0
U0084,level_complete,2024-01-16 11:00:00,0.0
U0084,app_open,2024-01-08 00:00:00,0.0
U0084,level_complete,2024-01-30 20:00:00,0.0
U0084,app_open,2024-01-09 22:00:00,0.0
U0084,app_open,2024-01-24 03:00:00,0.0
U0084,purchase,2024-01-28 22:00:00,18.07
U0085,app_open,2024-02-12 19:00:00,0.0
U0085,app_open,2024-02-25 16:00:00,0.0
U0085,app_open,2024-02-17 00:00:00,0.0
U0085,app_open,2024-02-04 21:00:00,0.0
U0085,app_open,2024-02-25 14:00:00,0.0
U0085,app_open,2024-01-29 11:00:00,0.0
U0085,purchase,2024-01-26 00:00:00,1.83
U0085,app_open,2024-02-15 18:00:00,0.0
U0085,level_complete,2024-02-04 10:00:00,0.0
U0086,app_open,2024-01-22 12:00:00,0.0
U0086,purchase,2024-02-19 09:00:00,9.58
U0086,app_open,2024-02-09 00:00:00,0.0
U0086,purchase,2024-02-06 08:00:00,16.12
U0086,level_complete,2024-02-04 19:00:00,0.0
U0086,level_complete,2024-01-25 06:00:00,0.0
U0086,app_open,2024-01-22 11:00:00,0.0
U0086,app_open,2024-02-10 07:00:00,0.0
U0087,app_open,2024-03-02 19:00:00,0.0
U0087,app_open,2024-03-05 14:00:00,0.0
U0087,level_complete,2024-02-15 01:00:00,0.0
U0087,app_open,2024-02-15 20:00:00,0.0
U0087,purchase,2024-03-08 22:00:00,16.19
U0087,purchase,2024-02-28 13:00:00,4.74
U0088,level_complete,2024-01-28 13:00:00,0.0
U0088,level_complete,2024-01-13 13:00:00,0.0
U0088,app_open,2024-01-19 20:00:00,0.0
U0088,level_complete,2024-01-07 16:00:00,0.0
U0089,purchase,2024-02-18 01:00:00,7.02
U0089,app_open,2024-02-09 01:00:00,0.0
U0089,level_complete,2024-02-26 20:00:00,0.0
U0089,app_open,2024-03-02 04:00:00,0.0
U0089,app_open,2024-02-18 07:00:00,0.0
U0089,app_open,2024-02-10 03:00:00,0.0
U0089,level_complete,2024-02-29 07:00:00,0.0
U0089,level_complete,2024-02-09 15:00:00,0.0
U0089,app_open,2024-02-27 15:00:00,0.0
U0090,purchase,2024-01-27 06:00:00,14.28
U0090,app_open,2024-02-02 07:00:00,0.0
U0090,level_complete,2024-02-14 21:00:00,0.0
U0090,purchase,2024-02-06 02:00:00,2.99
U0090,purchase,2024-02-04 03:00:00,3.67
U0090,purchase,2024-02-18 09:00:00,8.72
U0091,app_open,2024-03-14 15:00:00,0.0
U0091,app_open,2024-03-26 19:00:00,0.0
U0091,app_open,2024-03-19 06:00:00,0.0
U0091,level_complete,2024-03-14 09:00:00,0.0
U0091,purchase,2024-03-04 17:00:00,13.46
U0091,purchase,2024-03-13 15:00:00,2.84
U0092,level_complete,2024-03-09 04:00:00,0.0
U0092,purchase,2024-03-07 16:00:00,15.98
U0092,app_open,2024-03-19 15:00:00,0.0
U0092,app_open,2024-03-20 00:00:00,0.0
U0093,app_open,2024-02-16 19:00:00,0.0
U0093,level_complete,2024-03-08 14:00:00,0.0
U0093,purchase,2024-02-19 18:00:00,16.71
U0093,purchase,2024-02-24 19:00:00,19.94
U0094,app_open,2024-03-15 00:00:00,0.0
U0094,app_open,2024-02-25 10:00:00,0.0
U0094,app_open,2024-03-14 13:00:00,0.0
